/c/en/engender	MannerOf	/c/en/cause	2.0	0.219
/c/en/breed	Synonym	/c/en/engender	2.0	0.27
/c/en/spawn	Synonym	/c/en/engender	2.0	0.329
/c/en/engender	Synonym	/c/en/beget	2.0	0.653
/c/en/squicky	RelatedTo	/c/en/engender	1.0	0.073
/c/en/engendereth	FormOf	/c/en/engender	1.0	0.798
/c/en/engenderest	FormOf	/c/en/engender	1.0	0.798
/c/en/engendered	FormOf	/c/en/engender	1.0	0.798
/c/en/engender	RelatedTo	/c/en/produce	1.0	0.402
/c/en/give_rise_to	Synonym	/c/en/engender	1.0	-0.109
/c/en/gig	RelatedTo	/c/en/engender	1.0	0.014
/c/en/engendering	RelatedTo	/c/en/engender	1.0	0.82
/c/en/engender	RelatedTo	/c/en/gender	1.0	0.172
/c/en/engendereth	RelatedTo	/c/en/engender	1.0	0.798
/c/en/engenderer	RelatedTo	/c/en/engender	1.0	0.798
/c/en/engender	Synonym	/c/en/beget	1.0	0.653
/c/en/resonate	RelatedTo	/c/en/engender	1.0	0.08
/c/en/engendereth	DerivedFrom	/c/en/engender	1.0	0.798
/c/en/engendering	FormOf	/c/en/engender	1.0	0.82
/c/en/engenderment	DerivedFrom	/c/en/engender	1.0	0.929
/c/en/provoke	SimilarTo	/c/en/engender	1.0	0.472
/c/en/engenderable	DerivedFrom	/c/en/engender	1.0	0.929
/c/en/engender	RelatedTo	/c/en/create	1.0	0.472
/c/en/ingenerate	RelatedTo	/c/en/engender	1.0	-0.0
/c/en/fore_strength	RelatedTo	/c/en/engender	1.0	0.136
/c/en/engender	DerivedFrom	/c/en/gender	1.0	0.172
/c/en/engenderment	RelatedTo	/c/en/engender	1.0	0.929
/c/en/engender	HasContext	/c/en/critical_theory	1.0	0.061
/c/en/engendered	RelatedTo	/c/en/engender	1.0	0.798
/c/en/gender	RelatedTo	/c/en/engender	1.0	0.172
/c/en/panicogenic	RelatedTo	/c/en/engender	1.0	0.068
/c/en/engenderer	DerivedFrom	/c/en/engender	1.0	0.798
/c/en/engenderest	DerivedFrom	/c/en/engender	1.0	0.798
/c/en/engender	Synonym	/c/en/generate	1.0	0.618
/c/en/engenders	FormOf	/c/en/engender	1.0	0.711
/c/en/generate	Synonym	/c/en/engender	1.0	0.618
/c/en/engender	DerivedFrom	/c/en/en	1.0	0.081
/c/en/engenderest	RelatedTo	/c/en/engender	1.0	0.798
/c/en/engender	RelatedTo	/c/en/existence	1.0	-0.049
/c/en/lulzy	RelatedTo	/c/en/engender	1.0	0.105
/c/en/productress	RelatedTo	/c/en/engender	1.0	0.123
/c/en/engenders	RelatedTo	/c/en/engender	1.0	0.711
/c/en/engender	RelatedTo	/c/en/cause	1.0	0.219
/c/en/result_in	Synonym	/c/en/engender	1.0	0.46
